time,DHT22 humidity,DHT22 temp,BMP085 temp,BMP085 pressure,
06:02:43,19.20,24.20,28.50,100462,
06:03:09,19.00,24.20,28.60,100461,
06:03:36,18.80,24.20,28.70,100461,
06:04:03,18.60,24.20,28.80,100460,
06:04:30,18.60,24.20,28.90,100468,
06:04:57,18.50,24.20,29.00,100458,
06:05:24,18.60,24.20,29.10,100469,
06:05:50,18.50,24.20,29.20,100459,
06:06:17,18.50,24.20,29.30,100468,
06:06:44,18.50,24.20,29.40,100458,
06:07:11,18.50,24.20,29.40,100454,
06:07:38,18.40,24.20,29.50,100461,
06:08:05,18.50,24.20,29.60,100465,
06:08:31,18.50,24.30,29.60,100457,
06:08:58,18.50,24.30,29.70,100456,
06:09:25,18.40,24.30,29.70,100459,
06:09:52,18.40,24.30,29.70,100451,
06:10:19,18.30,24.30,29.80,100457,
06:10:46,18.40,24.40,29.80,100452,
06:11:12,18.40,24.40,29.90,100457,
06:11:39,18.40,24.40,29.90,100450,
06:12:06,18.40,24.50,30.00,100448,
06:12:33,18.30,24.50,30.00,100454,
06:13:00,18.30,24.50,30.00,100452,
06:13:27,18.30,24.60,30.10,100452,
06:13:54,18.30,24.60,30.10,100458,
06:14:20,18.30,24.60,30.10,100449,
06:14:47,18.30,24.60,30.20,100443,
06:15:14,18.30,24.70,30.20,100449,
06:15:41,18.30,24.70,30.20,100448,
06:16:08,18.30,24.70,30.30,100445,
06:16:35,18.30,24.70,30.30,100451,
06:17:01,18.30,24.80,30.30,100453,
06:17:28,18.30,24.80,30.30,100447,
06:17:55,18.30,24.80,30.40,100446,
06:18:22,18.40,24.90,30.40,100445,
06:18:49,18.40,24.90,30.40,100447,
06:19:16,18.40,24.90,30.40,100441,
06:19:43,18.30,24.90,30.50,100447,
06:20:09,18.30,24.90,30.50,100452,
06:20:36,18.30,25.00,30.50,100447,
06:21:03,18.30,25.00,30.50,100448,
06:21:30,18.30,25.00,30.50,100449,
06:21:57,18.40,25.00,30.60,100443,
06:22:24,18.40,25.00,30.60,100443,
06:22:50,18.40,25.10,30.60,100443,
06:23:17,18.40,25.00,30.60,100452,
06:23:44,18.50,25.10,30.60,100450,
06:24:11,18.50,25.10,30.70,100446,
06:24:38,18.50,25.10,30.70,100448,
06:25:05,18.60,25.20,30.70,100447,
06:25:31,18.50,25.20,30.70,100444,
06:25:58,18.60,25.20,30.70,100449,
06:26:25,18.70,25.20,30.80,100452,
06:26:52,19.80,25.20,30.80,100447,
06:27:19,20.40,25.30,30.70,100446,
06:27:46,19.90,25.30,30.50,100443,
06:28:13,19.60,25.30,30.30,100444,
06:28:39,19.30,25.30,30.20,100451,
06:29:06,19.10,25.30,30.10,100451,
06:29:33,19.00,25.30,30.00,100452,
06:30:00,19.20,25.30,30.00,100450,
06:30:27,19.10,25.30,30.00,100453,
06:30:54,19.00,25.30,29.90,100453,
06:31:20,19.00,25.30,29.90,100451,
06:31:47,19.20,25.30,29.90,100456,
