time,DHT22 humidity,DHT22 temp,BMP085 temp,BMP085 pressure,
06:47:34,24.20,25.80,30.30,100472,
06:48:01,24.70,25.80,30.30,100476,
06:48:27,24.70,25.80,30.30,100476,
06:48:54,25.60,25.80,30.40,100478,
06:49:21,25.70,25.90,30.60,100480,
06:49:48,25.30,25.90,30.90,100483,
06:50:15,25.90,25.90,31.00,100479,
06:50:42,25.50,25.90,31.10,100481,
06:51:09,26.30,25.90,31.20,100485,
06:51:35,26.00,25.90,31.30,100480,
06:52:02,25.60,25.90,31.40,100473,
06:52:29,25.70,25.90,31.50,100481,
06:52:56,26.10,25.90,31.50,100477,
06:53:23,27.20,25.90,31.60,100477,
06:53:50,27.50,25.90,31.60,100479,
06:54:16,26.90,25.90,31.70,100482,
06:54:43,26.90,25.90,31.70,100487,
06:55:10,26.40,25.90,31.70,100488,
06:55:37,27.40,25.90,31.80,100478,
06:56:04,27.60,25.90,31.80,100488,
06:56:31,28.40,26.00,31.80,100481,
06:56:57,28.30,26.00,31.90,100486,
06:57:24,27.80,25.90,31.90,100480,
06:57:51,27.40,26.00,31.90,100476,
06:58:18,27.10,26.00,31.90,100482,
06:58:45,27.10,26.00,32.00,100480,
06:59:12,27.90,26.00,32.00,100478,
06:59:38,27.90,26.00,32.00,100476,
07:00:05,28.00,26.00,32.00,100477,
07:00:32,28.50,26.00,32.00,100477,
07:00:59,28.50,26.10,32.10,100488,
07:01:26,28.30,26.10,32.10,100477,
07:01:53,28.40,26.10,32.10,100485,
07:02:19,29.30,26.10,32.10,100486,
07:02:46,30.00,26.10,32.10,100481,
07:03:13,28.60,26.10,32.20,100474,
07:03:40,29.90,26.20,32.20,100479,
07:04:07,29.70,26.10,32.20,100480,
07:04:34,30.50,26.20,32.20,100480,
07:05:01,30.40,26.20,32.20,100474,
07:05:27,31.40,26.20,32.20,100476,
07:05:54,30.90,26.20,32.20,100477,
07:06:21,30.30,26.20,32.20,100475,
07:06:48,30.00,26.20,32.30,100474,
07:07:15,30.00,26.20,32.30,100476,
07:07:42,29.80,26.20,32.30,100472,
07:08:08,31.00,26.20,32.30,100476,
07:08:35,33.30,26.20,32.30,100472,
07:09:02,33.70,26.30,32.30,100471,
07:09:29,33.30,26.30,32.30,100472,
07:09:56,32.80,26.30,32.40,100466,
07:10:23,32.30,26.30,32.30,100470,
07:10:49,33.30,26.30,32.40,100475,
07:11:16,33.40,26.30,32.40,100469,
07:11:43,35.90,26.30,32.40,100474,
07:12:10,34.90,26.30,32.40,100474,
07:12:37,33.70,26.30,32.40,100465,
07:13:04,33.70,26.30,32.40,100472,
07:13:31,33.70,26.30,32.40,100475,
07:13:57,33.40,26.30,32.40,100471,
07:14:24,33.70,26.30,32.40,100473,
07:14:51,33.50,26.30,32.40,100471,
07:15:18,34.50,26.30,32.50,100472,
07:15:45,35.40,26.30,32.50,100471,
07:16:12,35.30,26.30,32.50,100471,
07:16:38,35.70,26.30,32.50,100473,
07:17:05,36.30,26.40,32.50,100471,
07:17:32,35.70,26.40,32.50,100470,
07:17:59,36.70,26.40,32.50,100467,
07:18:26,37.40,26.40,32.50,100472,
07:18:53,37.40,26.40,32.50,100471,
07:19:19,37.50,26.40,32.60,100480,
07:19:46,37.60,26.40,32.60,100474,
07:20:13,37.80,26.40,32.60,100474,
07:20:40,38.00,26.40,32.60,100476,
07:21:07,38.50,26.40,32.60,100476,
07:21:34,37.30,26.40,32.60,100475,
07:22:01,39.20,26.40,32.60,100473,
07:22:27,38.50,26.40,32.60,100476,
07:22:54,38.90,26.40,32.60,100476,
07:23:21,39.40,26.40,32.60,100468,
07:23:48,39.00,26.40,32.60,100475,
07:24:15,38.40,26.40,32.60,100473,
07:24:42,37.60,26.40,32.60,100481,
07:25:08,37.20,26.30,32.60,100476,
07:25:35,36.80,26.40,32.60,100472,
07:26:02,37.70,26.40,32.60,100482,
07:26:29,38.40,26.40,32.60,100477,
07:26:56,37.90,26.40,32.60,100478,
07:27:23,37.20,26.40,32.60,100486,
07:27:49,37.10,26.40,32.60,100477,
07:28:16,36.70,26.40,32.60,100480,
07:28:43,37.00,26.40,32.60,100482,
07:29:10,38.00,26.40,32.60,100481,
07:29:37,38.10,26.40,32.60,100483,
07:30:04,37.50,26.40,32.70,100478,
07:30:30,37.30,26.40,32.70,100487,
07:30:57,37.70,26.40,32.70,100479,
07:31:24,37.40,26.40,32.70,100480,
07:31:51,36.80,26.40,32.70,100486,
07:32:18,36.40,26.40,32.70,100481,
07:32:45,36.60,26.40,32.70,100484,
07:33:12,37.60,26.50,32.70,100484,
07:33:38,37.60,26.50,32.70,100485,
07:34:05,37.30,26.50,32.70,100488,
07:34:32,37.60,26.50,32.70,100488,
07:34:59,37.30,26.50,32.70,100492,
07:35:26,37.70,26.50,32.70,100485,
07:35:53,38.00,26.50,32.80,100486,
07:36:19,37.30,26.50,32.70,100490,
07:36:46,37.10,26.40,32.80,100496,
07:37:13,37.20,26.50,32.80,100490,
07:37:40,37.30,26.50,32.70,100489,
07:38:07,37.50,26.50,32.70,100494,
07:38:34,37.10,26.40,32.70,100490,
07:39:00,36.80,26.50,32.70,100490,
07:39:27,36.70,26.50,32.80,100485,
07:39:54,36.40,26.40,32.70,100490,
07:40:21,36.80,26.50,32.80,100485,
07:40:48,36.40,26.40,32.80,100484,
07:41:15,36.60,26.40,32.80,100494,
07:41:42,36.20,26.40,32.80,100493,
07:42:08,36.80,26.40,32.80,100498,
07:42:35,36.40,26.40,32.80,100494,
07:43:02,36.00,26.40,32.80,100496,
07:43:29,36.00,26.40,32.80,100499,
07:43:56,36.20,26.40,32.80,100504,
07:44:23,35.90,26.40,32.80,100499,
07:44:49,35.30,26.40,32.80,100507,
07:45:16,35.80,26.40,32.80,100502,
07:45:43,35.90,26.40,32.80,100504,
07:46:10,35.40,26.40,32.80,100504,
07:46:37,35.90,26.40,32.80,100504,
07:47:04,36.00,26.40,32.80,100509,
07:47:30,36.20,26.40,32.80,100508,
07:47:57,36.40,26.40,32.80,100501,
07:48:24,36.00,26.40,32.80,100507,
07:48:51,37.30,26.40,32.80,100504,
07:49:18,36.60,26.40,32.80,100501,
07:49:45,36.20,26.40,32.80,100500,
07:50:12,36.10,26.50,32.80,100502,
07:50:38,36.80,26.50,32.80,100507,
07:51:05,38.00,26.50,32.80,100504,
07:51:32,37.20,26.50,32.80,100507,
07:51:59,36.80,26.50,32.80,100503,
07:52:26,32.00,26.30,32.80,100508,
07:52:53,32.90,26.30,32.80,100511,
07:53:19,32.20,26.30,32.80,100514,
07:53:46,32.40,26.20,32.80,100513,
07:54:13,32.80,26.20,32.80,100512,
07:54:40,33.00,26.20,32.80,100513,
07:55:07,32.80,26.10,32.80,100512,
07:55:34,33.20,26.10,32.80,100506,
07:56:00,33.60,26.10,32.80,100516,
07:56:27,33.50,26.00,32.70,100509,
07:56:54,34.80,26.00,32.70,100513,
07:57:21,36.20,26.00,32.70,100513,
07:57:48,36.60,25.90,32.70,100513,
07:58:15,37.60,25.90,32.70,100517,
07:58:42,38.00,25.90,32.60,100517,
07:59:08,38.30,25.90,32.60,100523,
07:59:35,38.10,25.80,32.60,100521,
08:00:02,36.10,25.80,32.60,100522,
08:00:29,37.00,25.80,32.60,100527,
08:00:56,38.00,25.70,32.50,100523,
08:01:23,37.00,25.70,32.50,100521,
08:01:49,36.60,25.70,32.50,100519,
08:02:16,37.10,25.70,32.50,100527,
08:02:43,36.80,25.60,32.50,100516,
08:03:10,36.60,25.60,32.50,100519,
08:03:37,36.20,25.70,32.50,100524,
