time,DHT22 humidity,DHT22 temp,BMP085 temp,BMP085 pressure,
23:36:07,18.00,29.10,33.30,100206,
23:36:34,17.90,29.10,33.20,100211,
23:37:00,16.00,29.00,33.10,100208,
23:37:27,15.70,29.00,33.00,100207,
23:37:54,15.70,28.90,33.00,100205,
23:38:21,15.70,28.90,33.00,100211,
23:38:48,15.50,28.80,33.00,100205,
23:39:15,15.50,28.80,32.90,100202,
23:39:41,15.50,28.70,32.90,100199,
23:40:08,16.30,28.70,32.90,100204,
23:40:35,15.70,28.70,32.80,100200,
23:41:02,15.40,28.70,32.80,100196,
23:41:29,15.60,28.60,32.80,100202,
23:41:56,15.60,28.60,32.80,100202,
23:42:23,15.80,28.60,32.70,100209,
23:42:49,15.40,28.50,32.70,100215,
23:43:16,15.40,28.50,32.70,100212,
23:43:43,15.30,28.50,32.60,100216,
23:44:10,15.40,28.50,32.60,100206,
23:44:37,15.80,28.40,32.60,100209,
23:45:04,17.40,28.40,32.70,100209,
23:45:30,21.40,28.50,32.80,100213,
23:45:57,23.40,28.60,32.90,100216,
23:46:24,22.10,28.70,32.90,100219,
23:46:51,17.70,28.80,32.90,100219,
23:47:18,16.30,28.70,32.80,100216,
23:47:45,16.00,28.70,32.80,100213,
23:48:12,15.80,28.60,32.80,100210,
23:48:38,15.70,28.60,32.70,100214,
23:49:05,15.40,28.50,32.60,100216,
23:49:32,17.00,28.40,32.60,100215,
23:49:59,16.30,28.40,32.60,100222,
23:50:26,15.40,28.30,32.60,100220,
23:50:53,15.10,28.30,32.60,100227,
23:51:19,14.80,28.20,32.60,100219,
23:51:46,14.70,28.10,32.50,100218,
23:52:13,14.50,28.00,32.50,100223,
23:52:40,14.50,28.00,32.50,100219,
23:53:07,14.40,27.90,32.50,100225,
23:53:34,14.40,27.90,32.50,100217,
23:54:00,14.40,27.80,32.40,100218,
23:54:27,14.40,27.80,32.40,100221,
23:54:54,14.40,27.80,32.30,100216,
23:55:21,14.40,27.80,32.30,100210,
23:55:48,14.50,27.80,32.30,100216,
23:56:15,14.20,27.60,32.30,100216,
23:56:42,14.30,27.60,32.20,100218,
23:57:08,14.30,27.60,32.20,100211,
